010111	VICTOR GERARDO AGUILAR	18042
010112	ANGEL POLIBIO CHAVEZ	19550
010112	ANTONIO AVILA MALDONADO	17967
010112	ANTONIO AVILA MALDONADO	17976
010112	BENIGNO MALO	19768
010112	BILINGUE INTERAMERICANA	11725
010112	BILINGUE INTERAMERICANO	18240
010112	BILINGUE INTERAMERICANO	21795
010112	CARLOS CRESPI CROCI	19434
010112	EUGENIO ESPEJO	11514
010112	FRAY VICENTE SOLANO	18236
010112	GIL RAMIREZ DAVALOS	19563
010112	JACINTO CORMIER	18241
010112	JOSE FIDEL HIDALGO	19513
010112	LUISA DE JESUS CORDERO	11717
010112	MIGUEL MERCHAN OCHOA	18023
010112	MIGUEL MERCHAN OCHOA	18027
010112	PANAMA	11720
010112	PANAMA	19444
010112	REMIGIO ROMERO Y CORDERO (UNEDID)	11715
010112	SAN ROQUE	21826
010113	ABELARDO TAMARIZ CRESPO	11644
010113	ABELARDO TAMARIZ CRESPO	19447
010113	ATENAS DEL ECUADOR	19558
010113	CENTRO DE DESARROLLO INFANTIL (CDI)	19461
010113	HERLINDA TORAL	18082
010113	RICARDO MUÑOZ CHAVEZ	19557
010113	UNE DEL AZUAY	18060
010114	ABC	11260
010114	FRANCISCA ARIZAGA TORAL	11646
010114	I.T.S. SALESIANO	19772
010114	IGNACIO ESCANDON	11292
010114	IGNACIO ESCANDON	11723
010114	LEONCIO CORDERO JARAMILLO	11505
010114	LEONCIO CORDERO JARAMILLO	19448
010114	VELASCO IBARRA	19451
010114	VELASCO IBARRA	19559
010115	DANIEL CORDOVA TORAL	12585
010115	HECTOR SEMPERTEGUI GARCIA	12181
010115	ISABEL MOSCOSO DAVILA	19478
010115	PIO XII	19686
010115	VOLTAIRE	19492
010115	VOLTAIRE	19590
010151	AGUSTIN CARRION HEREDIA	11730
010151	AGUSTIN CUESTA VINTIMILLA	11741
010151	ALFONSO CARRION HEREDIA	11744
010151	CORNELIO CRESPO TORAL	11736
010151	ENRIQUETA CORDERO DAVILA	11296
010151	ENRIQUETA CORDERO DAVILA	11738
010151	JOEL MONROY	11745
010151	MANUEL CORDOVA GALARZA	18067
010151	MANUEL CORDOVA GALARZA	19748
010151	MEDARDO NEIRA GARZON	11734
010151	RAFAEL BORJA	18246
010151	SAN FRANCISCO DE BORJA	11728
010151	SAN FRANCISCO DE BORJA	19516
010151	SEGUNDO ESPINOSA CALLE	11732
010152	CARLOS TERAN ZENTENO	11748
010152	GABRIEL ARCENIO ULLAURI	19452
010152	GABRIEL ARSENIO ULLAURI	11750
010152	JOSE MARIA CAMACARO	11756
010152	LOS ALAMOS	11759
010152	SOCIEDAD SAN FRANCISCO	11764
010153	CORNELIO HIDALGO CASTRO	11797
010153	ECUADOR AMAZONICO	11791
010153	JUAN JOSE RAMOS	11794
010153	LEONCIO GALLEGOS SOLANO	11773
010153	MARIO VICENTE GOMEZ ULLAURI	11781
010153	RAFAEL MARIA ARIZAGA	18103
010153	SAN  PEDRO	11804
010153	TOMAS ABAD	11807
010154	ABELARDO J ANDRADE	11810
010154	CHECA	18107
010154	HIPOLITO MORA	19674
010154	RAFAEL CORRAL MOSCOSO	11814
010155	ALFONSO CARRASCO	11819
010155	CHIQUINTAD	18116
010155	FRANCISCO CISNEROS	11837
010155	GERARDO CORDERO JARAMILLO	19675
010155	JILGUERITOS	19455
010155	JOSE PERALTA	11825
010155	ROBERTO ESPINOZA	11833
010155	VIRGILIO SALAZAR	11827
010156	ALFREDO H. MORA	11841
010156	ENRIQUE MALO ANDRADE	21802
010156	GABRIEL ARSENIO ULLAURI	18135
010156	GONZALO S. CORDOVA	11845
010156	GONZALO S. CORDOVA	19459
010156	JOSE MARIA PACURUCU ORTEGA	12014
010156	MANUELA MOGROVEJO	11850
010156	MIGUEL DIAZ CUEVA	11856
010156	XAVIER MUÑOZ CHAVEZ	11858
010157	1 DE ENERO	12719
010157	1 DE MAYO	11897
010157	10 DE MAYO	11893
010157	15 DE AGOSTO	11937
010157	16 DE OCTUBRE	21847
010157	24 DE MAYO	11866
010157	29 DE JUNIO	11991
010157	3 DE MAYO	12002
010157	5 DE ABRIL	11958
010157	6 DE ENERO	11909
010157	ABDON CALDERON	18159
010157	ABDON CALDERON MUÑOZ	11884
010157	ALONSO GONZALEZ GONZALEZ	11981
010157	CARLOS MORALES	11996
010157	EUFEMIA GUANANGA MANGUI	11870
010157	JAIME ALVEAR MERCHAN	11906
010157	JESUS DEL GRAN PODER	11934
010157	JUAN LEON MERA	11316
010157	JUAN LEON MERA	11970
010157	JULIO BRAVO ABAD	11986
010157	LUIS VELECELA YUNGA	11868
010157	LUZ DE AMERICA	11901
010157	LUZ DEL AZUAY	11933
010157	LUZ Y GUIA	18163
010157	LUZ Y GUIA	21803
010157	MANUELA GARAICOA DE CALDERON	11877
010157	MARIA CRISTINA BRITO ROSAS	11943
010157	MOLLETURO	18139
010157	RAFAEL ADOLFO GALINDO MOSCOSO	11940
010157	REINO DE QUITO	11881
010157	RIO MARAÑON	11917
010157	RIO PUTUCAY	11921
010157	SAN ANTONIO DE RIO BLANCO	11963
010157	SANTA ANA DE LOS RIOS	11899
010157	SIN NOMBRE DE BELLA UNION	11864
010157	SIN NOMBRE DE TRES MARIAS	11874
010157	VICENTE ESCANDON ASTUDILLO	11967
010157	VICENTE MORENO MORA	11951
010158	FRANCISCO TAMARIZ	11321
010158	FRANCISCO TAMARIZ	12020
010158	MANUEL RAMON BALAREZO	12007
010158	MANUEL VEGA	12011
010158	MIGUEL CHERREZ  MALDONADO	12017
010158	NULTI	18165
010158	TERESA SEMERIA	12005
010159	ADOLFO A. TORRES	18167
010159	EZEQUIEL MARQUEZ	21804
010159	GREGORIO CORDERO CRESPO	12024
010159	GUILLERMO MENSI	19573
010159	JESUS MARIA YEPEZ	12030
010159	OCTAVIO CORDERO PALACIOS	12027
010160	CESAR VAZQUEZ ASTUDILLO	18168
010160	ELIAS GALARZA ARTEAGA	12037
010160	HUMBERTO ESQUIVEL	12040
010160	JOSE OCHOA SERRANO	12036
010160	MANUEL CORONEL	12032
010160	MEDARDO LUIS TORRES	12034
010161	30 DE MAYO	19585
010161	5 DE ENERO	19575
010161	ALFONSO RIVERA NOVILLO	12056
010161	AMADEO MALDONADO VASQUEZ	12071
010161	ANTONIO NEUMANE	12061
010161	CELIA DELGADO DE VASQUEZ	12058
010161	CEM DE QUINGEO	18169
010161	CESAR HUMBERTO MALDONADO IGLESIAS	12045
010161	CIUDAD DE OTAVALO	12052
010161	DOLORES FLORES FLORES	12075
010161	GONZALO CORDERO (PLANTEL CENTRAL)	12042
010161	JUAN IÑIGUEZ VINTIMILLA	12083
010161	MARTIN WELTE	12047
010161	ROBERTO CRESPO TORAL	12079
010161	VICTOR MENDEZ PALACIOS	19576
010162	ALBERTO ASTUDILLO MONTESINOS	11337
010162	ESTADOS UNIDOS DE NORTE AMERICA	12094
010162	FEDERICO MALO	11342
010162	FEDERICO MALO	12098
010162	HNO. ENRIQUE VASQUEZ PACHECO	12102
010162	ISAAC A. CHICO	12089
010162	MANUEL MARIA PALACIOS BRAVO	12085
010162	RICAURTE	18170
010162	ROSA DE JESUS CORDERO	19507
010162	VICENTE LEON PICON	12106
010163	ANTONIO FARFAN	21813
010163	EDUARDO CRESPO MALO	21814
010163	JOSE GORELIK	21815
010163	MANUEL ORMAZA BRIONES	21816
010163	RAFAEL MARIA ARIZAGA	21812
010163	SAN JOAQUIN	18176
010164	ALFONSO MARIA BORRERO (PLANTEL CENTRAL)	12129
010164	CEM DE SANTA ANA	18187
010164	GASPAR SANGURIMA	12116
010164	HECTOR AUQUILLA	19600
010164	JOSE MARIA EGAS M.	12110
010164	JOSE VICTOR ORDOÑEZ ZAMBONINO	12135
010164	LUIS EDUARDO GUERRERO	12120
010164	ZOILA ESPERANZA PALACIO	12124
010165	ALBORADA	12152
010165	ALBORADA	19512
010165	ANDRES GALINDO	12146
010165	CORNELIO RUILOVA SANCHEZ	12159
010165	FRAY GASPAR DE CARVAJAL	12136
010165	JAVERIANO	18192
010165	JESUS VAZQUEZ OCHOA	12142
010165	JOAQUIN MALO TAMARIZ	12150
010165	JOAQUIN MALO TAMARIZ	19469
010165	LOS LAURELES	12155
010165	SAN PEDRO	19468
010166	DORA BEATRIZ CANELOS B.	12174
010166	ENRIQUETA CAMPOS	12186
010166	LUIS SERRANO AREVALO	12170
010166	MIGUEL PRIETO	12178
010166	ROSARIO PRIETO DE FARFAN	12168
010167	ALEJANDRO PADILLA VASQUEZ	19582
010167	CARLOS RIGOBERTO VINTIMILLA	12163
010167	CAROLINA DE FEBRES CORDERO	19579
010167	JOAQUIN FERNANDEZ DE CORDOVA	19581
010167	JOSE MARIA ASTUDILLO ORTEGA	12188
010167	JUAN DE DIOS CORRAL	19578
010167	LA MERCED	19472
010167	LUIS MONSALVE POZO	19596
010167	MIRAFLORES	19477
010167	PADRE JUAN BAUTISTA AGUIRRE	19584
010167	PADRE JUAN CARLO	19583
010167	SININCAY	18249
010168	29 DE JULIO	12214
010168	ALFONSO MORENO MORA	12191
010168	AURELIO ORDOÑEZ ZAMORA	19586
010168	FAUSTO MOLINA	18204
010168	FRANCISCO MOSCOSO	12202
010168	HONORIO VEGA LARREA	19676
010168	JORGE VALENCIA PEÑAHERRERA	12217
010168	JOSE SALVADOR SANCHEZ ORTEGA	12198
010168	JUAN CONTRERAS	12206
010168	LUIS CORNEJO PEREZ	12193
010168	MIGUEL MOROCHO	19595
010168	MONSEÑOR LEONIDAS PROAÑO	12222
010168	SAN MIGUEL DE CHAULLAYACU	12195
010168	ZOILA CARMEN ALVARADO	12226
010169	ABDON CALDERON	12232
010169	ABDON CALDERON	19482
010169	ANGEL BENIGNO BARRETO TAPIA	12263
010169	AURELIO OCHOA A.	12255
010169	FRANCISCO ASTUDILLO	12259
010169	JOSE RAFAEL ARIZAGA	12251
010169	MANUEL MARIA POLIT LASSO	12266
010169	TURI	18207
010170	BERTHA VINUEZA DE V.	12301
010170	ELOY ALFARO	12299
010170	GUILLERMO MENSI	18208
010170	HIPOLITO MORA ESPINOZA	12286
010170	JULIA ARIZAGA MOSCOSO	11357
010170	MANUEL GUERRERO	12274
010170	MARISCAL ANTONIO JOSE DE SUCRE	12278
010170	MOISES ARTEAGA VALDIVIESO	12297
010170	NICOLAS SOJOS JARAMILLO	12294
010170	OCTAVIO DIAZ LEON	12290
010170	RAMON BORRERO	12281
010170	TOMAS RENDON	12270
010171	ADOLFO BENJAMIN SERRANO	12314
010171	AURELIANO MARQUEZ ALVARADO	19680
010171	GUILLERMO VEGA GARCIA	12308
010171	MARCO AURELIO VELEZ C.	19588
010171	MIGUEL CORDERO CRESPO	12306
010171	NICOLAS ESPINOZA CORDERO	11298
010171	RAMON ULLOA	12316
010171	REMIGIO ROMERO LEON	12312
010171	REMIGIO ROMERO LEON	19457
010171	RENE ZEA OCHOA	19679
010171	ROBERTO QUIZHPE	12310
010171	SAN ALFONSO	12212
010171	SAN VICENTE DE ARRAYAN	12303
010171	TENIENTE HUGO ORTIZ	12319
010171	VICTORIA DEL PORTETE	18213
010201	27 DE FEBRERO	11272
010201	ABRAHAN BARZALLO	11288
010201	ADOLFO TORRES	11338
010201	AGUSTIN CRESPO HEREDIA	11306
010201	AGUSTIN CRESPO HEREDIA	19525
010201	ALBERTO PEÑAHERRERA CHICO	11291
010201	ALEJANDRO ANDRADE CORDERO	18253
010201	ANTONIO FLOR	11300
010201	CABO PAZAN	11295
010201	CIUDAD DE GIRON	18260
010201	DANIEL ALVARADO	11326
010201	GERARDO TOLEDO	11323
010201	JUAN JOSE FLORES	11283
010201	JUAN JOSE FLORES	19521
010201	MARISCAL SUCRE	11330
010201	RAFAEL CHICO PEÑAHERRERA	18256
010201	REINALDO CHICO PEÑAHERRERA	11345
010201	TOMAS H. QUINTANILLA	11308
010201	VICTORIA POZO TAMARIZ	11318
010251	2 DE AGOSTO	11352
010251	30 DE AGOSTO	19615
010251	ALBERTO MUÑOZ VERNAZA	11349
010251	ALBERTO MUÑOZ VERNAZA	11372
010251	ANTONIO JOSE DE SUCRE	11363
010251	BENIGNO JARA	19613
010251	HUMBERTO LEON POZO	19616
010251	LUIS MANUEL CARPIO FLORES	11366
010251	LUIS MONSALVE POZO	19587
010251	MANUEL DE LA RADA	11356
010251	REMIGIO CRESPO TORAL	18264
010252	AGUSTIN CRESPO HEREDIA	11313
010252	GONZALO FEICAN GARZON	11341
010301	25 DE JUNIO	12392
010301	26 DE JUNIO	19689
010301	ALFONSO LITTUMA CORREA	18296
010301	BRASIL	12328
010301	CIUDAD DE GUALACEO	12333
010301	GUALACEO	18294
010301	GUILLERMO ANDRADE MORENO	21806
010301	HUAYNA CAPAC	12338
010301	JOAQUIN CORREA	12344
010301	JORGE RAUL PERALTA FARFAN	12346
010301	LUIS CORDERO DAVILA	12348
010301	MANUEL DAVILA CHICA	12339
010301	MARTHA BUCARAM	12335
010301	MERCEDES DE JESUS MOLINA	11400
010301	MERCEDES DE JESUS MOLINA	12326
010301	MERCEDES VASQUEZ CORREA	12354
010301	MIGUEL IGNACIO CORDERO MONCAYO	12341
010301	MIGUEL MALO GONZALEZ	18295
010301	MIGUEL MALO GONZALEZ	19751
010301	RODRIGO CORDERO CRESPO	12352
010301	SANTO DOMINGO DE GUZMAN	12330
010301	SANTO DOMINGO DE GUZMAN	18301
010301	SANTO DOMINGO DE GUZMAN	19529
010301	VICTOR AURELIO COELLO NORITZ	12350
010352	JOAQUIN SALAZAR	12380
010352	MARIANO CUEVA	12376
010353	CAMILO GALLEGOS DOMINGUEZ	12394
010353	EL AMANECER	12390
010353	FEDERICO GUERRERO	12385
010353	FRANCISCO PAREDES HERRERA	12398
010353	JADAN	18298
010353	JOAQUIN MALO VALDIVIEZO	12382
010353	PROMOCION DEL 53	12396
010353	TADEO TORRES	11413
010353	TADEO TORRES	12387
010353	TERESA MORALES VILLAVICENCIO	12432
010354	CESAR ASTUDILLO	12400
010354	CUSTODIO VINTIMILLA	11416
010354	CUSTODIO VINTIMILLA	12406
010354	FLORENTINO LEON	12404
010354	JOSE IGNACIO CANELOS	12410
010354	MARIETA VAZQUEZ PEÑA	12402
010354	REINALDO SEMINARIO	12374
010354	RIO TOMEBAMBA	18299
010356	ALFONSO ESTRELLA MARCHAN	12420
010356	CLUB LEONES DE VIRGINIA	12416
010356	LUIS CHACON MARIN	12418
010357	12 DE ABRIL	19756
010357	19 DE MAYO	19599
010357	CARLOS PESANTEZ TORRES	19695
010357	EMILIO MOSCOSO	12422
010357	LUIS EDUARDO SORIA	12424
010357	MIGUEL ANGEL GALARZA	12426
010357	NICANOR AGUILAR MALDONADO	12427
010357	RODOLFO ESPINOZA GARCIA	19696
010357	VICENTE PEÑA REYES	12429
010358	JORGE ALBERTO VASQUEZ MORALES	12434
010358	JOSE MORA LOPEZ	19697
010358	TOMAS ORDOÑEZ	12436
010359	REMIGIO ASTUDILLO	12378
010401	ABELARDO RODRIGUEZ	11581
010401	AGUSTIN J. PERALTA	11555
010401	AGUSTIN J. PERALTA	19530
010401	ARTURO QUEZADA MENDIETA	11591
010401	BALTAZAR AGUIRRE	11568
010401	CESAR AGUSTIN MOROCHO	11594
010401	FRANCISCO CARRASCO SERRANO	11565
010401	FRANCISCO CHICO	11406
010401	GERONIMO CARRION	11622
010401	GREGORIO BOBADILLA	11635
010401	IGNACIO DE VEINTIMILLA	19699
010401	JOSE ORTIZ DIAZ	11578
010401	JUAN AGUILAR CUBILLUS	11628
010401	NABON	18275
010401	ROSA ELENA ZEA	11584
010401	SAMUEL FRANCISCO CISNEROS PINEDA	11572
010401	SAN JOSE	11597
010451	10 DE DICIEMBRE	11384
010451	ANDRES BELTRAN (PLANTEL CENTRAL)	11393
010451	CEM DE COCHAPATA	18266
010451	DANIEL BRITO DURAN	11381
010451	EL RODEO	11369
010451	FELIX MORA ESPINOZA	11390
010451	LOS ANDES	19700
010451	MANUEL ULLAURI Y ROMERO	11378
010451	MANUEL ULPIANO ARIZAGA	11388
010451	NUEVA FATIMA	19701
010451	RIO AMAZONAS	11375
010451	SAN JOSE DE CHALCAY	11374
010452	ALBERTO OCHOA CHICA	21823
010452	CARLOS CUEVA TAMARIZ	11395
010452	CLAUDIO PEÑAHERRERA	11398
010452	COOPERATIVA LA CRIA	19646
010452	ELOY ALFARO	11668
010452	ENRIQUE ARIZAGA TORAL	18273
010452	ROLANDO OCHOA CHICA	11669
010452	WILFRIDO ALVAREZ AMBROSI	11674
010453	7 DE DICIEMBRE	11542
010453	ALFONSO NEIRA RODRIGUEZ	11551
010453	BELLA ALIANZA	12324
010453	JAVIER ESPINOZA	19702
010453	JUAN BAUTISTA DAVILA	11680
010453	LA PAZ	11533
010453	LEONIDAS PLAZA GUTIERREZ	11546
010453	TIERRA VIVA	19589
010501	26 DE FEBRERO	18302
010501	26 DE FEBRERO	19752
010501	4 DE OCTUBRE	19705
010501	ALEJANDRO MACHUCA	21808
010501	CIUDAD DE PAUTE	18303
010501	CORNELIO MOSQUERA LOPEZ	12462
010501	ISIDRO AYORA	12438
010501	JOSE FELIX MONSALVE	11420
010501	JULIO MARIA MATOVELLE	11428
010501	JULIO MARIA MATOVELLE	12440
010501	NUESTRA SEÑORA DE FATIMA	12450
010501	RIO PAUTE	12447
010501	SIMON BOLIVAR	12443
010552	CRISTOBAL COLON	12466
010552	ENRIQUE NEIRA CARRION	12629
010552	HONORATO LOYOLA	19707
010552	LUZ DE AMERICA	12489
010552	LUZ MATILDE TORRES	19708
010552	NUEVOS SENDEROS	19709
010553	GERARDO CORDERO Y LEON	19710
010553	I.T.S. AGRONOMICO SALESIANO	18063
010553	MANUEL J CALLE	12493
010553	MODESTO VINTIMILLA	12497
010553	VICENTE CORDERO ESTRELLA	12502
010554	26 DE FEBRERO	12458
010554	ANTONIO VEGA MUÑOZ	11425
010554	ANTONIO VEGA MUÑOZ	12445
010554	ATENAS  DEL ECUADOR	18309
010554	JORGE MERCHAN AGUILAR	12452
010554	MANUEL JESUS AYABACA	12455
010554	RAFAEL ORDOÑEZ ZENTENO	19704
010556	CELIA GUILLEN NIETO	12616
010556	JUAN JOSE LOPEZ AVILA	12517
010556	LUIS VEGA GARRIDO	18305
010556	PABLO HILARIO CHICA	12511
010559	ALBERTO MARIA ANDRADE	12578
010559	PIO BRAVO	12580
010559	RAFAEL CHICO PEÑAHERRERA	12582
010561	12 DE FEBRERO	12602
010561	ANTONIO MORALES	19724
010561	BALTAZAR RIVERA Y NATES	12606
010561	JUAN PABLO II	19725
010562	HUMBERTO OCHOA	19727
010562	JOSE DE LA VEGA	12626
010601	11 DE SEPTIEMBRE	12820
010601	21 DE JUNIO	12754
010601	25 DE DICIEMBRE	12824
010601	25 DE JULIO	12779
010601	28 DE JUNIO	21830
010601	8 DE DICIEMBRE	12776
010601	ALBERTO DURAN CHICA	12799
010601	ALCIBIADES AMOROSO BERNAL	12783
010601	ALFONSO MEJIA ASTUDILLO	21824
010601	ALFREDO PEREZ GUERRERO	12750
010601	CABO MINACHO	12790
010601	CORNELIO VELEZ	12778
010601	DANIEL BRITO DURAN	12770
010601	ECUADOR	12763
010601	ESTHER RODAS DE DURAN	12832
010601	JAIME ALVEAR MERCHAN	12781
010601	JUAN DE VELASCO	12737
010601	LEONARDO VIDAL BARZALLO	12786
010601	POLIBIO REYES MERCHAN	12785
010601	PUCARA	18350
010601	SAN ALFONSO	12794
010601	SAN MIGUEL DE LAS PALMERAS	12722
010601	VICENTE ROCAFUERTE	12808
010651	16 DE ENERO	12727
010651	5 DE JUNIO	12805
010651	CAMILO PONCE ENRIQUEZ	18325
010651	CENTINELA DEL AZUAY	12747
010651	CLEMENTE YEROVI	21821
010651	JUAN ANDRADE	12803
010651	MIGUEL HEREDIA CRESPO	12714
010651	SHUMIRAL	18120
010651	ULISES SOTOMAYOR V.	12716
010651	VICTOR GERARDO AGUILAR	12723
010651	VICTOR GERARDO AGUILAR	19648
010652	15 DE AGOSTO	12815
010652	25 DE DICIEMBRE	12742
010652	BELISARIO SERRANO ABAD	12818
010652	FAE	12774
010652	HEROES DE PANUPALI	12827
010652	LUIS MALDONADO S.	12828
010701	GALO PLAZA LASSO	18310
010701	JOSE MARIA QUITO	11380
010701	JUAN GIRON SANCHEZ	11391
010701	NICANOR MERCHAN	11383
010701	REMIGIO TAMARIZ CRESPO	18311
010751	VICTOR ALVAREZ TORRES	11376
010801	1 DE JUNIO	12639
010801	10 DE DICIEMBRE	12669
010801	20 DE ENERO	12688
010801	24 DE JULIO	12657
010801	AURELIO MOSQUERA NARVAEZ	21832
010801	EMILIANO HINOSTROZA	12652
010801	EULOGIO ABAD ULLAURI	19655
010801	FEDERICO VALENCIA	12650
010801	FERNANDO DE ARAGON	12633
010801	FERNANDO DE ARAGON	12685
010801	ISABEL DE CASTILLA	12673
010801	JOSE ALVEAR	12646
010801	JOSE LUIS TAMAYO	12666
010801	JUAN DE DIOS MARTINEZ MERA	12663
010801	JUAN DE SALINAS	12679
010801	LA INMACULADA	12675
010801	LA INMACULADA	19538
010801	LUIS COBOS MOSCOSO	12681
010801	MANUEL IGNACIO OCHOA	12659
010801	PATRIA LIBRE	21835
010801	RAFAEL VINTIMILLA JARA	12661
010801	ROBERTO PALACIOS CORREA	12642
010801	RODRIGO PALACIOS	12654
010801	SANTA ISABEL	18312
010801	SANTA ISABEL	19759
010801	SERGIO RAUL VALVERDE	12664
010851	10 DE AGOSTO	12705
010851	AMADOR SARMIENTO	12699
010851	CAMILO PONCE ENRIQUEZ	12690
010851	CARLOS JULIO AROSEMENA TOLA	19659
010851	CESAR TORRES	19657
010851	CIUDAD DE SANTA ISABEL	21838
010851	GABRIEL GARCIA MORENO	19658
010851	JAIME ROLDOS AGUILERA	18316
010851	JOSE FELIX VALDIVIESO	12708
010851	JUAN ELJURI CHICA	19656
010851	JUAN M. JARAMILLO	12693
010851	MANUEL EUGENIO CARRASCO	12701
010851	RODRIGO NUÑEZ DE BONILLA	12697
010852	1 DE NOVIEMBRE	19669
010852	12 DE OCTUBRE	19666
010852	16 DE JULIO	12728
010852	16 DE OCTUBRE	19668
010852	24 DE JUNIO	11890
010852	29 DE AGOSTO	19664
010852	5 DE AGOSTO	12888
